Status,Sign,Reference,,,,,,,
,Deer,https://www.youtube.com/watch?v=lMGNCq9ZrCQ,,,,,,,
,dog,https://www.youtube.com/watch?v=0irkpJlqV64,,,,,,,
,Elephant,https://www.youtube.com/watch?v=1bRUE8CAwOw,,,,,,,
,Fish,https://www.youtube.com/watch?v=H56__Ht_iHE,,,,,,,
,Fox,https://www.youtube.com/watch?v=yyKYzx6qIkk,,,,,,,
,Frog,https://www.youtube.com/watch?v=YhDvNVHu9m0,,,,,,,
,Giraffe,https://www.youtube.com/watch?v=OAc-lUhY4SQ,,,,,,,
,Goat,https://www.youtube.com/watch?v=MyVEYjlEKOY,,,,,,,
,Hippopotamus,https://www.youtube.com/watch?v=90pTDMy52T0,,,,,,,
,Leopard,https://www.youtube.com/watch?v=kqYFEjqPGwM,,,,,,,
,Lion,https://www.youtube.com/watch?v=CHwPxFT0cHI,,,,,,,
,Monkey,https://www.youtube.com/watch?v=jFcL688BH4M,,,,,,,
,Pig,https://www.youtube.com/watch?v=zCK80nyPduE,,,,,,,
,Snake,https://www.youtube.com/watch?v=E4IyjxD5hZQ,,,,,,,
,Tiger,https://www.youtube.com/watch?v=Q4sn5KK1ywY,,,,,,,
,Tortoise,https://www.youtube.com/watch?v=A8NJM0_IS08,,,,,,,
